Text ID,Comment,Max char limit,Asian char limit,English,Japanese,Korean,TChinese,French,German,Spanish Spain,Spanish LatAm,Portuguese,Italian,Turkish,Arabic,Thai,Swedish,Polish,French limit,German limit,sp-ES limit,sp-M9 limit,pt-BR limit,it limit,tur limit,ara limit,thai limit,swe limit,pol limit,jp limit,kor limit,cht limit,
abilitydata slam start fruit suction name,,32,16,STOMPO,ンッンー,쿵쿵슬램,咚咚,ÉCRASO,STAMPFERINO,CHOCANTE,APLASTO,ESMAGUITO,SCHIANTONIO,STOMPO,الدهاس,ตื้บ,STAMPE,PIECZĄTEK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata slam start fruit suction desc,,72,48,Suck in nearby fruits at the start of a slam,スラムするときに周辺のフルーツを吸いよせる,슬램 시작 시 근처의 과일을 빨아들입니다,一施展重擊，就會吸收附近的水果,Aspirez les fruits à proximité au début d'un piqué au sol,Sauge bei einem Schlag Früchte in der Nähe ein.,Succiona las frutas cercanas al principio del choque.,Consume frutas cercanas al inicio de un pisotón,Atrai frutas próximas ao iniciar uma batida,Attira la frutta all'inizio di uno schianto,Bir çarpma başlangıcında meyveleri çek,يمتص الفاكهة القريبة عند بداية الضرب,ดูด​ผลไม้​เข้า​มา​เมื่อ​เริ่ม​ทุบ,Sug in frukter när du börjar mosa,"Wciąga okoliczne owoce, kiedy rozpoczynasz plask.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata fruit pot name,,32,16,FOOD STOCK,冬眠きつね,먹이 단지,水果狐,STOCK DE DENRÉES,MAMPFUCHS,RESERVA DE COMIDA,ABASTO FRUTAL,ESTOQUE DE COMIDA,SCORTA ALIMENTARE,GIDA STOKU,مخزون الطعام,กักตุน​อาหาร,MATLAGER,LISEK GŁODOMOREK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata fruit pot desc,,72,48,Pots will contain a fruit,ツボからフルーツが１つ出てくる,항아리에 과일이 들어 있습니다,打破陶壺能獲得1個水果,Les pots contiendront un fruit,Töpfe enthalten eine Frucht.,Las vasijas contendrán una fruta.,Las ollas tendrán una fruta,Potes conterão uma fruta,Le pentole contengono un frutto,Çanaklar bir meyve içerir,ستحتوي الأواني على فاكهة,มี​ผลไม้​ใน​หม้อ,Krukor innehåller en frukt var,Naczynia będą zawierać owoce,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata more pot name,,32,16,POT FORM,化けぎつね,항아리 형성,變身狐,TÊTE DE POT,TÖPFERICH,ALFARERO,FORMA DE OLLA,POTE MÁGICO,PENTOLAIO,ÇANAK FORMU,تكوين الأواني,ปั้น​หม้อ,KRUKMAKARE,NACZYNIE ZEN,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata more pot desc,,72,48,Pots will appear more frequently,ツボが多めに出てくる,항아리가 더 자주 나타납니다,陶壺會更常出現,Les pots apparaîtront plus souvent,Töpfe erscheinen öfter.,Las vasijas aparecerán con más frecuencia.,Las ollas aparecerán con más frecuencia,Potes aparecerão com mais frequência,Le pentole appaiono con più frequenza,Çanaklar daha sık görünür,ستظهر الأواني بوتيرة أكبر,หม้อ​จะ​ปรากฏ​บ่อย​ขึ้น,Det dyker upp fler krukor,Naczynia będą pojawiać się częściej,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata enemy to fruit name,,32,16,FUNGAL UPRISING,キノコ革命,버섯 시위,蘑菇起義,SOULÈVEMENT FONGIQUE,PILZREBELL,REVUELTA MICOLÓGICA,HONGOS CONMIGO,REVOLUÇÃO DOS FUNGOS,RIVOLTA FUNGINA,MANTAR İSYANI,ثورة الفطر,รา​ลุกฮือ,STUVNING,BUNT GRZYBKÓW,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata enemy to fruit desc,,72,48,Stomping on enemies will grant 1 mushroom (acts as a fruit),敵を踏みつけるとキノコが１つもらえる（フルーツとみなす）,적을 밟으면 버섯을 1개 줍니다(과일처럼 사용),猛擊敵人可獲得1個蘑菇（等於1個水果）,Écraser les ennemis accorde 1 champignon (équivalent d'un fruit),Das Stampfen auf Gegner gewährt dir 1 Pilz (wirkt wie eine Frucht).,Chocar con enemigos te proporciona 1 seta (funciona como una fruta).,Al pisotear a los enemigos obtienes 1 hongo (sirve como fruta),Concede 1 cogumelo (atua como uma fruta) ao esmagar inimigos,Schiantarsi sui nemici regala 1 fungo (che funziona come un frutto),Düşmanları ezmek 1 mantar kazandırır (meyve görevi görür),يمنح دهس الأعداء فطرًا واحدًا (يُعامل معاملة الفاكهة),การ​กระทืบ​ศัตรู​ทำให้​ได้​เห็ด 1 ดอก (ทำ​หน้าที่​เหมือน​ผลไม้),Få 1 svamp när du stampar på fiender (de fungerar som frukter),Po naskoczeniu na wroga otrzymasz 1 grzybka (działa jak owoc),72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata fruit handler dual wield name,,32,16,OVERWORK,発注ミス,열정뿜뿜,水果加量,CADENCES INFERNALES,ÜBERARBEERE,HORAS EXTRA,SOBRECARGA,TRABALHO EXTRA,STRAORDINARI,EK İŞ,العمل الجاد,ทำงาน​เกิน​ตัว,ÖVERANSTRÄNGNING,PRZEPRACOWANIE,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata fruit handler dual wield desc,,72,48,Fruit Handlers will carry 2 fruits,ハコボーがフルーツを２つ持つようになる,과일 꼬마들이 과일을 2개씩 나릅니다,水果服務生會拿著2個水果,Les porteurs de fruits transporteront 2 fruits,Fruchtlinge tragen 2 Früchte.,Los portadores de frutas llevarán 2 frutas.,Los fruteros cargarán 2 frutas,Fruteiros carregarão 2 frutas,I Fruttaioli trasportano 2 frutti,Meyve Taşıyıcılar 2 meyve taşır,سيحمل حملة الفاكهة ثمرتين إضافيتين,คน​ดูแล​ผลไม้​จะ​มี​ผลไม้ 2 ลูก,Fruktbärare bär 2 frukter,Tragarze owoców mogą nieść 2 owoce,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata more fruit handler name,,32,16,MORE OF US,増殖,분신술,員工加量,NOUS SOMMES LÉGION,FRUCHTILLINGE,SOMOS MÁS,MULTIPLICADO,MAIS DE NÓS,UNA MANO IN PIÙ,DAHA ÇOK BİZ,المزيد منا,เรา​มา​กัน​เยอะ,BÄRHJÄLP,DUŻO NAS,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata more fruit handler desc,,72,48,Fruit Handlers will appear more frequently,ハコボーが多めに出てくる,과일 꼬마들이 더 자주 나타납니다,水果服務生會更常出現,Les porteurs de fruits apparaîtront plus souvent,Fruchtlinge erscheinen öfter.,Los portadores de frutas aparecerán con más frecuencia.,Los fruteros aparecerán con más frecuencia,Fruteiros aparecerão com mais frequência,I Fruttaioli appaiono con più frequenza,Meyve Taşıyıcılar daha sık görünür,سيظهر حملة الفاكهة بوتيرة أكبر,คน​ดูแล​ผลไม้​จะ​ปรากฏ​ตัว​บ่อย​ขึ้น,Det dyker upp fler fruktbärare,Tragarze owoców będą pojawiać się częściej,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abilitydata endless mode name,,32,16,DREAM PILLOW,ふしぎまくら,꿀잠 베개,美夢枕頭,OREILLER À RÊVES,TRÄUMERICH,ALMOHADA DE SUEÑOS,ALMOHADA DE ENSUEÑO,TRAVESSEIRO DOS SONHOS,CUSCINO DEI SOGNI,RÜYA YASTIĞI,وسادة الأحلام,หมอน​ชวน​ฝัน,DRÖMKUDDE,MIĘKKA PODUSIA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata endless mode desc,,72,48,Enter endless mode! \nGame becomes endless and Jump Orb count will be set to 2. Scores will be recorded.,"エンドレスモード！ゲームの終わりが無くなりジャンプ玉の数が\n２つになる。スコアが記録される。",무한 모드를 소개합니다! \n게임이 끝나지 않으며 점프 오브 수가 2로 설정됩니다. 점수가 기록됩니다.,進入無盡模式！\n遊戲不會結束，跳跳球固定為2顆，可記錄得分。,Lancez le mode infini ! \nJeu illimité et compteur à 2 orbes de saut. Les scores sont enregistrés.,Wechsle in den Endlosmodus! \nDas Spiel wird endlos und der SPRUNGKUGEL-Zähler auf 2 gesetzt. Punkte werden aufgezeichnet.,¡Juega al modo Interminable! \nEl juego nunca acaba y el contador de orbes de salto se establece en 2. La puntuación se registra.,"¡Modo Interminable! \nPartida sin fin, conteo de orbes de salto establecido en 2 y puntuación guardada.",Jogo infinito! \nO jogo se torna infinito com contador de orbes de pulo em 2. A pontuação é registrada.,Entra in Modalità infinita!\nIl gioco è infinito e il conteggio delle Sfere salto è a 2. I punteggi sono memorizzati.,Sonsuz moda gir! \nOyun sonsuz olur. 2 Zıplama Küresi vardır. Puan kaydedilir.,ادخل وضع اللعب الحر! \nلن تنتهي اللعبة. وسيتم تحديد عدد كرة القفز إلى 2. سيتم تسجيل النقاط.,เข้า​สู่​โหมด​ไร้​จุดจบ!\nเกม​จะ​ไม่มี​จุดจบ และ​จะ​มี​ลูก​แก้ว​กระโดด​จำนวน 2 ลูก คะแนน​จะ​ได้​รับ​การ​บันทึก​เป็น​สถิติ,Oändligt läge!\nSpelet blir oändligt och du spelar med 2 hoppklot. Din poäng sparas.,"Wejdź do trybu nieskończonego! \nW tym trybie gra trwa bez końca, a licznik kul skoku wynosi 2. Wyniki są zapisywane.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abilitydata pajamas 1 name,,32,16,PAJAMAS,パジャマセット,잠옷,美夢睡衣,PYJAMA,SCHLAFANZUG,PIJAMA,PIJAMA,PIJAMA,PIGIAMA,PİJAMA,ملابس المنامة,ชุด​นอน,PYJAMAS,PIŻAMA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata pajamas 1 desc,,72,48,"Gain 2 Jump Orbs when paired with DREAM PILLOW. Otherwise, reduce 2 Jump Orbs.","「ふしぎまくら」と一緒ならジャンプ玉を２つ増やす。なければジャンプ玉を２つ減らす。",꿀잠 베개와 입으면 점프 오브가 2개 증가합니다. 그렇지 않을 경우 점프 오브가 2개 줄어듭니다.,如果和美夢枕頭一起裝備，可以增加2顆跳跳球，否則會減少2顆跳跳球。,"Accorde 2 orbes de saut avec OREILLER À RÊVES. Sinon, en retire 2.",Erhalte 2 Sprungkugeln in Kombination mit TRÄUMERICH. Sonst 2 Sprungkugeln weniger.,"Proporciona 2 orbes de salto si se combina con ALMOHADA DE SUEÑOS. Si no, resta 2 orbes de salto.","Suma 2 orbes de salto si también usas ALMOHADA DE ENSUEÑO; si no, los resta.","+2 orbes de pulo quando junto ao TRAVESSEIRO DOS SONHOS. Do contrário, -2 orbes de pulo.",Ottieni 2 Sfere salto se possiedi CUSCINO DEI SOGNI. Altrimenti ne perdi 2.,RÜYA YASTIĞI eşleşmesinde 2 Zıplama Küresi kazan; yoksa 2 Zıplama Küresi azalt.,"احصل على 2 من كرات القفز عند المطابقة مع وسادة الأحلام. وإلا، سيقل العدد بمقدار 2 من كرات القفز.",รับ​ลูก​แก้ว​กระโดด 2 ลูก​เมื่อ​ใช้​คู่​กับ​หมอน​ชวน​ฝัน ไม่​อย่าง​นั้น​ลูก​แก้ว​กระโดด​จะ​ลด​ลง 2 ลูก,Få 2 hoppklot när den kombineras med DRÖMKUDDEN. Annars förlorar du 2 hoppklot.,"Gdy masz MIĘKKĄ PODUSIĘ, zdobywasz 2 kule skoku. W przeciwnym razie tracisz 2 kule skoku.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata pajamas 2 name,,32,16,RELAX FRAGRANCE,ナイトアロマ,안정 향수,美夢香氛,ARÔME RELAXANT,ENTSPANNUNGSDUFT,FRAGANCIA RELAJANTE,FRAGANCIA RELAJANTE,FRAGRÂNCIA RELAXANTE,FRAGRANZA RILASSANTE,GEVŞETİCİ KOKU,عبق الاسترخاء,น้ำหอม​ผ่อน​คลาย,AVKOPPLINGSPARFYM,ZAPACH RELAKSU,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata pajamas 2 desc,,72,48,"Gain 2 Jump Orbs when paired with DREAM PILLOW. Otherwise, reduce 2 Jump Orbs.","「ふしぎまくら」と一緒ならジャンプ玉を２つ増やす。なければジャンプ玉を２つ減らす。",꿀잠 베개와 입으면 점프 오브가 2개 증가합니다. 그렇지 않을 경우 점프 오브가 2개 줄어듭니다.,如果和美夢枕頭一起裝備，可以增加2顆跳跳球，否則會減少2顆跳跳球。,"Accorde 2 orbes de saut avec OREILLER À RÊVES. Sinon, en retire 2.",Erhalte 2 Sprungkugeln in Kombination mit TRÄUMERICH. Sonst 2 Sprungkugeln weniger.,"Proporciona 2 orbes de salto si se combina con ALMOHADA DE SUEÑOS. Si no, resta 2 orbes de salto.","Suma 2 orbes de salto si también usas ALMOHADA DE ENSUEÑO; si no, los resta.","+2 orbes de pulo quando junto ao TRAVESSEIRO DOS SONHOS. Do contrário, -2 orbes de pulo.",Ottieni 2 Sfere salto se possiedi CUSCINO DEI SOGNI. Altrimenti ne perdi 2.,RÜYA YASTIĞI eşleşmesinde 2 Zıplama Küresi kazan; yoksa 2 Zıplama Küresi azalt.,"احصل على 2 من كرات القفز عند المطابقة مع وسادة الأحلام. وإلا، سيقل العدد بمقدار 2 من كرات القفز.",รับ​ลูก​แก้ว​กระโดด 2 ลูก​เมื่อ​ใช้​คู่​กับ​หมอน​ชวน​ฝัน ไม่​อย่าง​นั้น​ลูก​แก้ว​กระโดด​จะ​ลด​ลง 2 ลูก,Få 2 hoppklot när den kombineras med DRÖMKUDDEN. Annars förlorar du 2 hoppklot.,"Gdy masz MIĘKKĄ PODUSIĘ, zdobywasz 2 kule skoku. W przeciwnym razie tracisz 2 kule skoku.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata pajamas 3 name,,32,16,NIGHT CAP,ナイトキャップ,수면 모자,美夢睡帽,BONNET DE NUIT,SCHLAFMÜTZE,GORRO DE DORMIR,GORRITO,GORRO DE PIJAMA,BERRETTO DA NOTTE,GECE ŞAPKASI,قلنسوة النوم,หมวก​นอน,NATTMÖSSA,SZLAFMYCA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata pajamas 3 desc,,72,48,"Gain 2 Jump Orbs when paired with DREAM PILLOW. Otherwise, reduce 2 Jump Orbs.","「ふしぎまくら」と一緒ならジャンプ玉を２つ増やす。なければジャンプ玉を２つ減らす。",꿀잠 베개와 입으면 점프 오브가 2개 증가합니다. 그렇지 않을 경우 점프 오브가 2개 줄어듭니다.,如果和美夢枕頭一起裝備，可以增加2顆跳跳球，否則會減少2顆跳跳球。,"Accorde 2 orbes de saut avec OREILLER À RÊVES. Sinon, en retire 2.",Erhalte 2 Sprungkugeln in Kombination mit TRÄUMERICH. Sonst 2 Sprungkugeln weniger.,"Proporciona 2 orbes de salto si se combina con ALMOHADA DE SUEÑOS. Si no, resta 2 orbes de salto.","Suma 2 orbes de salto si también usas ALMOHADA DE ENSUEÑO; si no, los resta.","+2 orbes de pulo quando junto ao TRAVESSEIRO DOS SONHOS. Do contrário, -2 orbes de pulo.",Ottieni 2 Sfere salto se possiedi CUSCINO DEI SOGNI. Altrimenti ne perdi 2.,RÜYA YASTIĞI eşleşmesinde 2 Zıplama Küresi kazan; yoksa 2 Zıplama Küresi azalt.,"احصل على 2 من كرات القفز عند المطابقة مع وسادة الأحلام. وإلا، سيقل العدد بمقدار 2 من كرات القفز.",รับ​ลูก​แก้ว​กระโดด 2 ลูก​เมื่อ​ใช้​คู่​กับ​หมอน​ชวน​ฝัน ไม่​อย่าง​นั้น​ลูก​แก้ว​กระโดด​จะ​ลด​ลง 2 ลูก,Få 2 hoppklot när den kombineras med DRÖMKUDDEN. Annars förlorar du 2 hoppklot.,"Gdy masz MIĘKKĄ PODUSIĘ, zdobywasz 2 kule skoku. W przeciwnym razie tracisz 2 kule skoku.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata pajamas 4 name,,32,16,EYE MASK,アイマスク,수면 안대,美夢眼罩,MASQUE DE NUIT,SCHLAFMASKE,ANTIFAZ PARA DORMIR,ANTIFAZ,MÁSCARA DE DORMIR,MASCHERA DA NOTTE,GÖZ MASKESİ,غطاء العين,ที่​ปิด​ตา,ÖGONMASK,MASKA DO SPANIA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata pajamas 4 desc,,72,48,"Gain 2 Jump Orbs when paired with DREAM PILLOW. Otherwise, reduce 2 Jump Orbs.","「ふしぎまくら」と一緒ならジャンプ玉を２つ増やす。なければジャンプ玉を２つ減らす。",꿀잠 베개와 입으면 점프 오브가 2개 증가합니다. 그렇지 않을 경우 점프 오브가 2개 줄어듭니다.,如果和美夢枕頭一起裝備，可以增加2顆跳跳球，否則會減少2顆跳跳球。,"Accorde 2 orbes de saut avec OREILLER À RÊVES. Sinon, en retire 2.",Erhalte 2 Sprungkugeln in Kombination mit TRÄUMERICH. Sonst 2 Sprungkugeln weniger.,"Proporciona 2 orbes de salto si se combina con ALMOHADA DE SUEÑOS. Si no, resta 2 orbes de salto.","Suma 2 orbes de salto si también usas ALMOHADA DE ENSUEÑO; si no, los resta.","+2 orbes de pulo quando junto ao TRAVESSEIRO DOS SONHOS. Do contrário, -2 orbes de pulo.",Ottieni 2 Sfere salto se possiedi CUSCINO DEI SOGNI. Altrimenti ne perdi 2.,RÜYA YASTIĞI eşleşmesinde 2 Zıplama Küresi kazan; yoksa 2 Zıplama Küresi azalt.,"احصل على 2 من كرات القفز عند المطابقة مع وسادة الأحلام. وإلا، سيقل العدد بمقدار 2 من كرات القفز.",รับ​ลูก​แก้ว​กระโดด 2 ลูก​เมื่อ​ใช้​คู่​กับ​หมอน​ชวน​ฝัน ไม่​อย่าง​นั้น​ลูก​แก้ว​กระโดด​จะ​ลด​ลง 2 ลูก,Få 2 hoppklot när den kombineras med DRÖMKUDDEN. Annars förlorar du 2 hoppklot.,"Gdy masz MIĘKKĄ PODUSIĘ, zdobywasz 2 kule skoku. W przeciwnym razie tracisz 2 kule skoku.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ending thank you for playing,A 'thank you for playing' note that shows at the end of the credits (is directed at the player green dino character rather than the actual player),,,THANK YOU FOR PLAYING!,THANK YOU\nFOR PLAYING!,게임을 즐겨줘서 고마워!,謝謝你和我一起玩！,MERCI D'AVOIR JOUÉ !,DANKE FÜRS SPIELEN!,¡GRACIAS POR JUGAR!,¡GRACIAS POR JUGAR!,OBRIGADO POR JOGAR!,GRAZIE PER AVER GIOCATO!,OYNADIĞIN İÇİN TEŞEKKÜRLER!,شكرًا على اللعب!,ขอบคุณ​ที่​เล่น​นะ!,TACK FÖR ATT DU SPELADE!,DZIĘKUJEMY ZA GRĘ!,,,,,,,,,,,,,,,
ending post end thank you for playing,A 'thank YOU for playing' note that shows AFTER the post-credit cutscene that puts emphasis on the 'YOU' (is directed at the actual player the human being),,,Thank YOU for playing!,Thank YOU\nfor playing!,게임을 즐겨줘서 고마워요!,感謝遊玩！,Merci à VOUS d'avoir joué !,Danke DIR fürs Spielen!,¡Gracias por jugar!,¡Gracias A TI por jugar!,Obrigado por jogar!,Grazie a TE per aver giocato!,Oynadığın için TEŞEKKÜRLER!,شكرًا على اللعب!,ขอบคุณ​ที่​เล่น​นะ!,Tack för att DU spelade!,Dziękujemy za grę!,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
some japanese text for debug purposes,,,,ぁあぃいぅうぇえぉおかがきぎくぐけげこごさざしじすずせぜそぞただちぢっつづてでとどなにぬねのはばぱひびぴふぶぷへべぺほぼぽまみむめもゃやゅゆょよらりるれろゎわゐゑをんゔゕゖァアィイゥウェエォオカガキギクグケゲコゴサザシジスズセゼソゾタダチヂッツヅテデトドナニヌネノハバパヒビピフブプヘベペホボポマミムメモャヤュユョヨラリルレロヮワヰヱヲンヴヵヶ０１２３４５６７８９粒（）「」,ぁあぃいぅうぇえぉおかがきぎくぐけげこごさざしじすずせぜそぞただちぢっつづてでとどなにぬねのはばぱひびぴふぶぷへべぺほぼぽまみむめもゃやゅゆょよらりるれろゎわゐゑをんゔゕゖァアィイゥウェエォオカガキギクグケゲコゴサザシジスズセゼソゾタダチヂッツヅテデトドナニヌネノハバパヒビピフブプヘベペホボポマミムメモャヤュユョヨラリルレロヮワヰヱヲンヴヵヶ０１２３４５６７８９粒（）「」,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
